ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
76_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2015,Three-year average,Asian,ONS 5+2,K02000001,11,%,2391
77_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2015,Three-year average,Asian,ONS 5+2,K02000001,7,%,2391
78_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2016,Three-year average,Asian,ONS 5+2,K02000001,9,%,2453
79_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2016,Three-year average,Asian,ONS 5+2,K02000001,6,%,2453
80_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2016,Three-year average,Asian,ONS 5+2,K02000001,5,%,2453
81_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2016,Three-year average,Asian,ONS 5+2,K02000001,3,%,2453
82_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2016,Three-year average,Asian,ONS 5+2,K02000001,2,%,2453
83_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2016,Three-year average,Asian,ONS 5+2,K02000001,8,%,2453
84_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2016,Three-year average,Asian,ONS 5+2,K02000001,15,%,2453
85_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2016,Three-year average,Asian,ONS 5+2,K02000001,19,%,2453
86_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2016,Three-year average,Asian,ONS 5+2,K02000001,17,%,2453
87_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2016,Three-year average,Asian,ONS 5+2,K02000001,10,%,2453
88_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2016,Three-year average,Asian,ONS 5+2,K02000001,6,%,2453
89_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2017,Three-year average,Asian,ONS 5+2,K02000001,8,%,2566
90_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2017,Three-year average,Asian,ONS 5+2,K02000001,6,%,2566
91_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2017,Three-year average,Asian,ONS 5+2,K02000001,5,%,2566
92_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2017,Three-year average,Asian,ONS 5+2,K02000001,4,%,2566
93_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2017,Three-year average,Asian,ONS 5+2,K02000001,2,%,2566
94_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2017,Three-year average,Asian,ONS 5+2,K02000001,9,%,2566
95_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2017,Three-year average,Asian,ONS 5+2,K02000001,14,%,2566
96_AsianEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2017,Three-year average,Asian,ONS 5+2,K02000001,18,%,2566
