ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
321_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2011,Three-year average,Other,ONS 5+2,K02000001,2,%,524
322_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2011,Three-year average,Pakistani,ONS 5+2,K02000001,3,%,514
323_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2011,Three-year average,White,ONS 5+2,K02000001,3,%,56608
324_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2011,Three-year average,White British,ONS 5+2,K02000001,3,%,54352
325_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2011,Three-year average,White other,ONS 5+2,K02000001,4,%,2256
326_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,All,ONS 5+2,K02000001,2,%,61106
327_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Asian other,ONS 5+2,K02000001,2,%,359
328_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Asian,ONS 5+2,K02000001,2,%,2226
329_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,1,%,212
330_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Black,ONS 5+2,K02000001,1,%,1322
331_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Chinese,ONS 5+2,K02000001,2,%,187
332_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Indian,ONS 5+2,K02000001,3,%,954
333_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Mixed,ONS 5+2,K02000001,1,%,426
334_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Other,ONS 5+2,K02000001,2,%,524
335_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,Pakistani,ONS 5+2,K02000001,1,%,514
336_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,White,ONS 5+2,K02000001,2,%,56608
337_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,White British,ONS 5+2,K02000001,2,%,54352
338_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2011,Three-year average,White other,ONS 5+2,K02000001,3,%,2256
339_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,All,ONS 5+2,K02000001,1,%,61106
340_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Asian other,ONS 5+2,K02000001,~,%,359
341_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Asian,ONS 5+2,K02000001,2,%,2226
342_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,-,%,212
343_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Black,ONS 5+2,K02000001,-,%,1322
344_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Chinese,ONS 5+2,K02000001,1,%,187
345_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Indian,ONS 5+2,K02000001,3,%,954
346_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Mixed,ONS 5+2,K02000001,2,%,426
347_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Other,ONS 5+2,K02000001,1,%,524
348_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,Pakistani,ONS 5+2,K02000001,-,%,514
349_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,White,ONS 5+2,K02000001,1,%,56608
350_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,White British,ONS 5+2,K02000001,1,%,54352
351_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2011,Three-year average,White other,ONS 5+2,K02000001,2,%,2256
352_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,All,ONS 5+2,K02000001,4,%,61106
353_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Asian other,ONS 5+2,K02000001,6,%,359
354_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Asian,ONS 5+2,K02000001,6,%,2226
355_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,1,%,212
356_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Black,ONS 5+2,K02000001,2,%,1322
357_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Chinese,ONS 5+2,K02000001,3,%,187
358_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Indian,ONS 5+2,K02000001,8,%,954
359_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Mixed,ONS 5+2,K02000001,4,%,426
360_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Other,ONS 5+2,K02000001,4,%,524
361_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,Pakistani,ONS 5+2,K02000001,4,%,514
362_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,White,ONS 5+2,K02000001,4,%,56608
363_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,White British,ONS 5+2,K02000001,4,%,54352
364_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2011,Three-year average,White other,ONS 5+2,K02000001,7,%,2256
365_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,All,ONS 5+2,K02000001,25,%,61106
366_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Asian other,ONS 5+2,K02000001,17,%,359
367_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Asian,ONS 5+2,K02000001,18,%,2226
368_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,25,%,212
369_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Black,ONS 5+2,K02000001,28,%,1322
370_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Chinese,ONS 5+2,K02000001,18,%,187
371_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Indian,ONS 5+2,K02000001,15,%,954
372_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Mixed,ONS 5+2,K02000001,23,%,426
373_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Other,ONS 5+2,K02000001,21,%,524
374_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,Pakistani,ONS 5+2,K02000001,21,%,514
375_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,White,ONS 5+2,K02000001,25,%,56608
376_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,White British,ONS 5+2,K02000001,26,%,54352
377_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2011,Three-year average,White other,ONS 5+2,K02000001,20,%,2256
378_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,All,ONS 5+2,K02000001,20,%,61106
379_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Asian other,ONS 5+2,K02000001,18,%,359
380_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Asian,ONS 5+2,K02000001,22,%,2226
381_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,30,%,212
382_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Black,ONS 5+2,K02000001,21,%,1322
383_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Chinese,ONS 5+2,K02000001,19,%,187
384_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Indian,ONS 5+2,K02000001,18,%,954
385_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Mixed,ONS 5+2,K02000001,22,%,426
386_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Other,ONS 5+2,K02000001,20,%,524
387_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,Pakistani,ONS 5+2,K02000001,30,%,514
388_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,White,ONS 5+2,K02000001,19,%,56608
389_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,White British,ONS 5+2,K02000001,19,%,54352
390_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2011,Three-year average,White other,ONS 5+2,K02000001,19,%,2256
391_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,All,ONS 5+2,K02000001,14,%,61106
392_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Asian other,ONS 5+2,K02000001,16,%,359
393_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Asian,ONS 5+2,K02000001,17,%,2226
394_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,17,%,212
395_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Black,ONS 5+2,K02000001,15,%,1322
396_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Chinese,ONS 5+2,K02000001,17,%,187
397_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Indian,ONS 5+2,K02000001,16,%,954
398_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Mixed,ONS 5+2,K02000001,15,%,426
399_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Other,ONS 5+2,K02000001,14,%,524
400_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,Pakistani,ONS 5+2,K02000001,19,%,514
401_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,White,ONS 5+2,K02000001,14,%,56608
402_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,White British,ONS 5+2,K02000001,14,%,54352
403_household,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2011,Three-year average,White other,ONS 5+2,K02000001,15,%,2256
404_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,All,ONS 5+2,K02000001,10,%,61106
405_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Asian other,ONS 5+2,K02000001,11,%,359
406_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Asian,ONS 5+2,K02000001,10,%,2226
407_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,9,%,212
408_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Black,ONS 5+2,K02000001,9,%,1322
409_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Chinese,ONS 5+2,K02000001,9,%,187
410_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Indian,ONS 5+2,K02000001,11,%,954
411_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Mixed,ONS 5+2,K02000001,11,%,426
412_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Other,ONS 5+2,K02000001,9,%,524
413_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,Pakistani,ONS 5+2,K02000001,7,%,514
414_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,White,ONS 5+2,K02000001,10,%,56608
415_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,White British,ONS 5+2,K02000001,10,%,54352
416_household,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2011,Three-year average,White other,ONS 5+2,K02000001,11,%,2256
417_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,All,ONS 5+2,K02000001,9,%,61106
418_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Asian other,ONS 5+2,K02000001,9,%,359
419_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Asian,ONS 5+2,K02000001,7,%,2226
420_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Bangladeshi,ONS 5+2,K02000001,5,%,212
421_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Black,ONS 5+2,K02000001,12,%,1322
422_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Chinese,ONS 5+2,K02000001,14,%,187
423_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Indian,ONS 5+2,K02000001,6,%,954
424_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Mixed,ONS 5+2,K02000001,9,%,426
425_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Other,ONS 5+2,K02000001,17,%,524
426_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,Pakistani,ONS 5+2,K02000001,8,%,514
427_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,White,ONS 5+2,K02000001,8,%,56608
428_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,White British,ONS 5+2,K02000001,8,%,54352
429_household,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2011,Three-year average,White other,ONS 5+2,K02000001,9,%,2256
430_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,All,ONS 5+2,K02000001,7,%,59881
431_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Asian other,ONS 5+2,K02000001,12,%,337
432_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Asian,ONS 5+2,K02000001,7,%,2252
433_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,8,%,221
434_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Black,ONS 5+2,K02000001,7,%,1323
435_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Chinese,ONS 5+2,K02000001,9,%,198
436_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Indian,ONS 5+2,K02000001,6,%,980
437_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Mixed,ONS 5+2,K02000001,6,%,433
438_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Other,ONS 5+2,K02000001,4,%,473
439_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,Pakistani,ONS 5+2,K02000001,3,%,516
440_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,White,ONS 5+2,K02000001,7,%,55400
441_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,White British,ONS 5+2,K02000001,7,%,53052
442_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2012,Three-year average,White other,ONS 5+2,K02000001,7,%,2348
443_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,All,ONS 5+2,K02000001,5,%,59881
444_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Asian other,ONS 5+2,K02000001,8,%,337
445_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Asian,ONS 5+2,K02000001,7,%,2252
446_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,5,%,221
447_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Black,ONS 5+2,K02000001,3,%,1323
448_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Chinese,ONS 5+2,K02000001,8,%,198
449_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Indian,ONS 5+2,K02000001,8,%,980
450_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Mixed,ONS 5+2,K02000001,5,%,433
451_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Other,ONS 5+2,K02000001,4,%,473
452_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,Pakistani,ONS 5+2,K02000001,4,%,516
453_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,White,ONS 5+2,K02000001,5,%,55400
454_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,White British,ONS 5+2,K02000001,5,%,53052
455_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2012,Three-year average,White other,ONS 5+2,K02000001,4,%,2348
456_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,All,ONS 5+2,K02000001,3,%,59881
457_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Asian other,ONS 5+2,K02000001,4,%,337
458_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Asian,ONS 5+2,K02000001,4,%,2252
459_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,3,%,221
460_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Black,ONS 5+2,K02000001,2,%,1323
461_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Chinese,ONS 5+2,K02000001,2,%,198
462_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Indian,ONS 5+2,K02000001,4,%,980
463_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Mixed,ONS 5+2,K02000001,4,%,433
464_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Other,ONS 5+2,K02000001,3,%,473
465_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,Pakistani,ONS 5+2,K02000001,3,%,516
466_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,White,ONS 5+2,K02000001,3,%,55400
467_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,White British,ONS 5+2,K02000001,3,%,53052
468_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2012,Three-year average,White other,ONS 5+2,K02000001,4,%,2348
469_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,All,ONS 5+2,K02000001,2,%,59881
470_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Asian other,ONS 5+2,K02000001,2,%,337
471_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Asian,ONS 5+2,K02000001,2,%,2252
472_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,1,%,221
473_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Black,ONS 5+2,K02000001,1,%,1323
474_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Chinese,ONS 5+2,K02000001,2,%,198
475_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Indian,ONS 5+2,K02000001,4,%,980
476_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Mixed,ONS 5+2,K02000001,1,%,433
477_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Other,ONS 5+2,K02000001,2,%,473
478_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,Pakistani,ONS 5+2,K02000001,1,%,516
479_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,White,ONS 5+2,K02000001,2,%,55400
480_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,White British,ONS 5+2,K02000001,2,%,53052
481_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2012,Three-year average,White other,ONS 5+2,K02000001,3,%,2348
482_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,All,ONS 5+2,K02000001,2,%,59881
483_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Asian other,ONS 5+2,K02000001,1,%,337
484_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Asian,ONS 5+2,K02000001,2,%,2252
485_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,2,%,221
486_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Black,ONS 5+2,K02000001,-,%,1323
487_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Chinese,ONS 5+2,K02000001,3,%,198
488_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Indian,ONS 5+2,K02000001,3,%,980
489_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Mixed,ONS 5+2,K02000001,2,%,433
490_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Other,ONS 5+2,K02000001,1,%,473
491_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,Pakistani,ONS 5+2,K02000001,1,%,516
492_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,White,ONS 5+2,K02000001,2,%,55400
493_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,White British,ONS 5+2,K02000001,2,%,53052
494_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2012,Three-year average,White other,ONS 5+2,K02000001,2,%,2348
495_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,All,ONS 5+2,K02000001,5,%,59881
496_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Asian other,ONS 5+2,K02000001,6,%,337
497_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Asian,ONS 5+2,K02000001,6,%,2252
498_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Bangladeshi,ONS 5+2,K02000001,3,%,221
499_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Black,ONS 5+2,K02000001,2,%,1323
500_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Chinese,ONS 5+2,K02000001,6,%,198
501_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Indian,ONS 5+2,K02000001,8,%,980
502_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Mixed,ONS 5+2,K02000001,4,%,433
503_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2012,Three-year average,Other,ONS 5+2,K02000001,4,%,473
