ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
52_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2013,Three-year average,White,ONS 5+2,K02000001,19,%,54399
53_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2013,Three-year average,White,ONS 5+2,K02000001,14,%,54399
54_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2013,Three-year average,White,ONS 5+2,K02000001,10,%,54399
55_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2013,Three-year average,White,ONS 5+2,K02000001,8,%,54399
56_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2014,Three-year average,White,ONS 5+2,K02000001,7,%,53560
57_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2014,Three-year average,White,ONS 5+2,K02000001,5,%,53560
58_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2014,Three-year average,White,ONS 5+2,K02000001,3,%,53560
59_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2014,Three-year average,White,ONS 5+2,K02000001,2,%,53560
60_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2014,Three-year average,White,ONS 5+2,K02000001,2,%,53560
61_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2014,Three-year average,White,ONS 5+2,K02000001,5,%,53560
62_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2014,Three-year average,White,ONS 5+2,K02000001,23,%,53560
63_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2014,Three-year average,White,ONS 5+2,K02000001,19,%,53560
64_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 600 or more, but less than GBP 800",2014,Three-year average,White,ONS 5+2,K02000001,14,%,53560
65_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 800 or more, but less than GBP 1,000",2014,Three-year average,White,ONS 5+2,K02000001,10,%,53560
66_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,Less than GBP 200,2014,Three-year average,White,ONS 5+2,K02000001,7,%,53560
67_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,000 or more, but less than GBP 1,200",2015,Three-year average,White,ONS 5+2,K02000001,8,%,53146
68_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,200 or more, but less than GBP 1,400",2015,Three-year average,White,ONS 5+2,K02000001,5,%,53146
69_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2015,Three-year average,White,ONS 5+2,K02000001,4,%,53146
70_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2015,Three-year average,White,ONS 5+2,K02000001,3,%,53146
71_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2015,Three-year average,White,ONS 5+2,K02000001,2,%,53146
72_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2015,Three-year average,White,ONS 5+2,K02000001,5,%,53146
73_whiteEthnicity,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2015,Three-year average,White,ONS 5+2,K02000001,22,%,53146
